id;content;processed
532;A sustainability transformation can help a company improve its transparency and accountability.;none
533;By improving its sustainability reporting and disclosure and engaging with stakeholders on sustainability issues, a company can enhance its transparency and accountability and build stakeholder trust.;none
534;A sustainability transformation can help a company improve its risk management.;none
535;By assessing its environmental, social, and governance risks and implementing risk management measures, a company can improve its risk management and reduce the risk of financial losses and reputational damage.;none
536;A sustainability transformation can help a company improve its ethical standards.;none
537;By promoting ethical business practices and demonstrating a commitment to sustainability, a company can improve its ethical standards and build trust with its stakeholders.;none
538;A sustainability transformation can help a company improve its diversity and inclusion.;none
539;By promoting diversity and inclusion and ensuring equal opportunities for all, a company can improve its workplace culture and attract and retain talented employees.;none
540;A sustainability transformation can help a company improve its social innovation.;none
541;By investing in social innovation and promoting sustainable solutions to social and environmental problems, a company can contribute to sustainable development and create shared value for its stakeholders.;none
542;A sustainability transformation can help a company improve its governance practices.;none
543;By implementing strong governance practices and promoting transparency and accountability, a company can improve its governance practices and build stakeholder trust.;none
544;A sustainability transformation can help a company improve its resilience to social and environmental risks.;none
545;By assessing its social and environmental risks and implementing risk management measures, a company can improve its resilience to social and environmental risks and reduce its vulnerability to external shocks.;none
546;A sustainability transformation can help a company improve its innovation capacity.;none
547;By implementing sustainable practices, a company can ensure compliance with environmental regulations and reduce the risk of penalties and fines.;none
548;A sustainability transformation can help a company attract and retain talent.;none
549;By promoting sustainability and creating a positive workplace culture, a company can attract and retain talent who are passionate about social and environmental responsibility.;none
550;A sustainability transformation can help a company improve its product sustainability.;none
551;By promoting sustainable design and materials, a company can improve the sustainability of its products and reduce their environmental impact throughout their lifecycle.;none
552;A sustainability transformation can help a company reduce its greenhouse gas emissions.;none
553;By implementing sustainable practices and promoting renewable energy, a company can reduce its greenhouse gas emissions and contribute to global efforts to address climate change.;none
554;A sustainability transformation can help a company improve its energy efficiency.;none
555;By improving energy efficiency and promoting renewable energy, a company can reduce its energy consumption and contribute to global efforts to address climate change.;none
556;A sustainability transformation can help a company create positive social impacts.;none
557;By promoting sustainable practices and engaging with local communities, a company can create positive social impacts and contribute to the well-being of its stakeholders.;none
558;A sustainability transformation can help a company reduce its operational costs.;none
559;By implementing sustainable practices and improving resource efficiency, a company can reduce its operational costs and improve its profitability.;none
560;A sustainability transformation can help a company improve its risk management.;none
561;By assessing its environmental and social risks and implementing risk management measures, a company can improve its risk management and reduce the risk of financial losses and reputational damage.;none
562;A sustainability transformation can help a company create long-term value for its stakeholders.;none
563;By promoting sustainable practices and creating shared value for its stakeholders, a company can create long-term value and build a sustainable future.;none
564;A sustainability transformation can help a company build resilience to climate change.;none
565;By assessing its vulnerability to climate change and implementing adaptation measures, a company can build resilience to climate change and reduce the risk of financial losses and reputational damage.;none
566;A sustainability transformation can help a company improve its innovation.;none
567;By promoting sustainable innovation and investing in research and development, a company can improve its innovation and create new business opportunities.;none
568;A sustainability transformation can help a company improve its governance.;none
569;By implementing sustainable governance practices and promoting transparency and accountability, a company can improve its governance and build trust with stakeholders.;none
570;A sustainability transformation can help a company improve its brand differentiation.;none
571;By promoting sustainable practices and creating a unique brand identity, a company can differentiate itself from competitors and attract consumers who are passionate about sustainability.;none
572;A sustainability transformation can help a company improve its reputation with investors.;none
573;By demonstrating a commitment to sustainability and creating long-term value for its shareholders, a company can improve its reputation with investors and reduce the risk of financial losses and reputational damage.;none
574;A sustainability transformation can help a company improve its product quality.;none
575;By promoting sustainable materials and design, a company can improve the quality of its products and create value for its customers.;none
576;A sustainability transformation can help a company improve its supply chain efficiency.;none
577;By promoting sustainable practices in its supply chain and collaborating with suppliers to improve efficiency, a company can improve its supply chain efficiency and reduce costs.;none
578;A sustainability transformation can help a company improve its public relations.;none
579;By promoting sustainable practices and engaging with the media and other stakeholders, a company can improve its public relations and build a positive reputation.;none
580;A sustainability transformation can help a company improve its resilience to natural disasters.;none
581;By implementing sustainable waste management practices, a company can reduce waste and promote a circular economy.;none
582;A sustainability transformation can help a company reduce its water consumption.;none
583;By implementing sustainable water management practices, a company can reduce its water consumption and contribute to global efforts to address water scarcity.;none
584;A sustainability transformation can help a company improve its employee engagement.;none
585;By promoting sustainability and creating a positive workplace culture, a company can improve employee engagement and increase productivity.;none
586;A sustainability transformation can help a company improve its stakeholder engagement.;none
587;By engaging with stakeholders and incorporating their feedback into decision-making processes, a company can improve stakeholder engagement and build trust with its stakeholders.;none
588;A sustainability transformation can help a company improve its reporting and disclosure.;none
589;By implementing sustainable governance practices and promoting transparency and accountability, a company can improve its reporting and disclosure and build trust with stakeholders.;none
590;A sustainability transformation can help a company create new business opportunities.;none
591;By promoting sustainable innovation and investing in research and development, a company can create new business opportunities and expand its market share.;none
592;A sustainability transformation can help a company reduce its environmental impact.;none
593;By implementing sustainable practices and reducing its environmental impact, a company can contribute to global efforts to address climate change and environmental degradation.;none
594;A sustainability transformation can help a company improve its supply chain transparency.;none
595;By promoting sustainable practices in its supply chain and improving transparency, a company can improve its supply chain management and reduce the risk of reputational damage.;none
596;A sustainability transformation can help a company improve its competitiveness.;none
597;By promoting sustainable practices and creating shared value for its stakeholders, a company can improve its competitiveness and build a sustainable future.;none
598;A sustainability transformation can help a company improve its customer loyalty.;none
599;By promoting sustainable practices and creating a unique brand identity, a company can improve customer loyalty and increase customer retention.;none
600;A sustainability transformation can help a company improve its stakeholder trust.;none
601;By implementing sustainable practices and engaging with stakeholders, a company can improve stakeholder trust and build long-term relationships.;none
602;A sustainability transformation can help a company improve its social impact.;none
603;By promoting sustainable practices and engaging with local communities, a company can improve its social impact and contribute to the well-being of its stakeholders.;none
604;A sustainability transformation can help a company improve its governance structure.;none
605;By implementing sustainable governance practices and promoting transparency and accountability, a company can improve its governance structure and build trust with stakeholders.;none
606;A sustainability transformation can help a company reduce its use of non-renewable resources.;none
607;By implementing sustainable practices and promoting renewable energy, a company can reduce its use of non-renewable resources and contribute to global efforts to address climate change.;none
608;A sustainability transformation can help a company improve its carbon footprint.;none
609;By implementing sustainable practices and promoting renewable energy, a company can reduce its carbon footprint and contribute to global efforts to address climate change.;none
610;A sustainability transformation can help a company improve its resource efficiency.;none
611;By improving resource efficiency and reducing waste, a company can reduce its environmental impact and improve its profitability.;none
612;A sustainability transformation can help a company improve its social responsibility.;none
613;By promoting sustainable practices and engaging with stakeholders, a company can improve its social responsibility and contribute to the well-being of its stakeholders.;none
614;A sustainability transformation can help a company reduce its dependence on fossil fuels.;none
615;By implementing sustainable practices and promoting renewable energy, a company can reduce its dependence on fossil fuels and contribute to global efforts to address climate change.;none
348;Sustainability has roared to the forefront of corporate priorities, with 73% of surveyed executives saying their organizations have set a net-zero carbon emissions goal. ;none
349;While 86% of companies have a sustainability strategy, only 35% have acted on that strategy.;none
350;Companies are taking notice. 53% of surveyed organizations view environmental sustainability as one of their top priorities within 3 years, up from 39% that consider it a top priority today.;none
351;Dabbling at the edges no longer suffices. Achieving sustainability demands transformation.;none
352;Becoming a truly sustainable enterprise is hard. Only 50% of those organizations that see sustainability as a top priority are effective in achieving their environmental sustainability goals. ;none
353;These executives, located in 32 countries around the world, are significantly involved in defining or executing the sustainability strategies at their organizations.;none
354;After the Paris Agreement was adopted in December 2015 and later signed by 175 Parties globally, it increased the urgency for businesses, cities and governments to respond to the threat of climate change and help protect the future of the planet.;none
355;Where sustainability efforts were once a nice to have, ENGIE Impact reported in our recent Global Executive Survey that 83% of successful companies report significant alignment of sustainability initiatives to business strategy.;none
356;In response, more organizations than ever are including sustainability at the core of their strategy and purpose. ;none
357;Like globalization and digitalization, sustainability is a major disruptor for organizations, driven by today's financial, environmental and societal pressures. ;none
358;A World Economic Forum survey of decision-makers reports that climate-related issues make up the top three biggest risks to businesses today.;none
359;Leading companies are proving that greener strategies and operations create real competitive advantage.;none
369;The project digitainable investigates possible positive and negative impacts of the rapid progress in digitalization and artificial intelligence on sustainable development. ;none
372;With its 17 Sustainable Development Goals (SDGs), specified by 169 targets, and more than 200 indicators, the sustainability landscape is charted comprehensively, including such diverse domains as improving health, eradicating poverty, gender equality, climate change and many others.;none
373;The most systematic formulation of our current understanding of sustainability is provided by the UN Agenda 2030, adopted by the UN member states in September 2015. ;none
374;Sustainability is now a business imperative. But how do you effectively evolve from knowing to doing, empowering you to capitalize on new opportunity?;none
375;The program takes you from the why to the how of sustainability enabling you to build smart, sustainable business models that will future-proof your organization and benefit society.;none
376;Leading Sustainable Business Transformation addresses this knowing-doing dilemma, providing you with a complete business transformation journey through the lens of sustainability. ;none
377;I believe that necessary transformations towards a more sustainable world require more than a declaration of commitment to global goals. Multiple actors at multiple levels need to follow a call to collective action.;none
378;Stewarding sustainability transformations across and beyond institutional boundaries means learning the art of transformative process and systems design.;none
379;Since several years, change-makers for sustainability are increasingly working in partnerships between govenments, civil society and the private sector.;none
380;Currently, too many approaches to sustainability operate in isolation from each other, often in competition. ;none
381;Transformation to sustainability is the pathway to co-creating a world that works for 100% of humanity and the planet. It needs to take place at all levels of the (global) society and requires a fundamental change in the way we operate with each other and the planet.;none
382;But how can companies align their business activities in a holistically sustainable way? And can this create a competitive advantage, growth and economic success?;none
383;The starting points for sustainable production are diverse and include socially and environmentally compatible supply chains, raw material and energy efficiency, and circular economy.;none
384;Operating sustainably has become a source of competitive advantage, but unlocking its potential relies on building strong stakeholder relationships.;none
385;This misalignment obstructs the link between sustainability and profitability.;none
386;New research reveals large consensus gaps between leaders and stakeholders on sustainability performance. ;none
387;By closing consensus gaps and operating more sustainably, businesses can deliver greater financial value in tandem with positive environmental and societal impact.;none
388;Sustainable organizations are purpose-led businesses which inspire their people and partners to deliver lasting financial performance, equitable impact and societal value that earns and retains the trust of all stakeholders.;none
389;Business leaders recognize the need to act. When Accenture interviewed executives at the height of the pandemic, 73% of them identified becoming a truly sustainable and responsible business as a top priority for their organization during the next three years. In our latest research, 72% hold firm to that view.;none
390;But our new analysis reveals a misalignment between business leaders and their stakeholders on progress towards sustainability performance. It suggests that the voices of stakeholders are not being heard.;none
391;While leadership teams are broadly convinced that they are on track to operate more sustainably, employees an important stakeholder group as key change-makers in organizations tend to disagree.;none
392;The apparent overconfidence of leadership teams is also evident in how they grade their organizations overall sustainability performance.;none
393;Executives rate the sustainability performance of their organizations higher than other stakeholders.;none
394;Our survey finds that relatively few stakeholders have full faith in the sustainability promises that leadership teams make. Just under half of employees (49%) believe senior leaders walk the talk on sustainability often or always. This falls to 40% of consumers and 38% of local community citizens.;none
395;The ambiguity around sustainability performance is already having a negative impact. ;none
396;These consensus gaps are leading to an erosion of trust that can be felt across the entire enterprise and stymie efforts to shape sustainable organizations that deliver value and impact.;none
397;The credibility and authenticity of company sustainability commitments should concern leadership teams. ;none
398;As such, sustainability remains a second-tier priority, in urgent need of more visibility, data and resources to drive fundamental organizational change.;none
399;The lack of leadership focus on sustainability and on nurturing the stakeholder relationships underpinning it carries an opportunity cost of robust progress and financial outperformance.;none
400;Strong Sustainability DNA is associated with higher financial value and sustainable impact for all stakeholders.;none
401;A truly sustainable organization cannot be shaped in a vacuum. Design of a credible sustainability strategy should be based on building closer stakeholder relationships.;none
402;Transformations to Sustainability is a research programme that aims to make a difference.;none
403;Knowledge about transformations to sustainability is increasing but is still fragmented.;none
404;Environmental, social and economic sustainability is a pressing issue that individuals, businesses, and governments have to address.;none
405;Sustainability transformation means transforming business to bring about positive change in our environment, society and economies. ;none
406;The survey findings revealed that sustainability is becoming a top business priority.;none
409;While many organizations have already embarked on their sustainability transformation, their maturity still has ways to go. ;none
410;According to the survey, sustainability is now a higher priority for 60% of the surveyed organizations compared to two years ago. Additionally, 41% of respondents consider sustainability as one of their top three management priorities.;none
411;On the flip side, a significant 54% of organizations have yet to execute on sustainability initiatives and are categorized as being non-active.;none
412;In our survey, we found that only 5% of organizations had truly mature sustainability transformation capabilities and can be considered sustainability transformation leaders. ;none
413;New guidelines and obligations, expanded customer demands and, last but not least, nature and our society demand more sustainable action.;none
414;Sustainability is the most pressing issue of our time. Like the digital transformation before it, it is having a significant impact on the business world. ;none
415;Numerous companies have defined their sustainability goals and in some cases these are already broken down to divisional level.;none
416;FUTURE Institute for Sustainable Transformation is a research-based and action-oriented institute for sustainable transformation that creates knowledge and connects the relevant players to transform individuals, organizations, industries and value chains towards sustainable impact.;none
418;To succeed and create a competitive advantage, companies must simultaneously integrate an environmental, social, and governance (ESG) lens into every element of the business and capture the value that this transformation creates.;none
419;But while the opportunity is clear, the way to drive a successful sustainability transformation is less obvious. ;none
420;First of all, aspiring sustainability champions must develop a sustainability strategy anchored in purpose. The strategy must connect to the company's purpose, focus on long-term value creation, and be driven from the top.;none
421;The study underlines that new tools and technologies are critical in making the core more sustainable, for instance in supply chains companies have an opportunity to create end-to-end transparency, from sourcing through distribution.;none
422;Companies that aim to become sustainability leaders must also assess and enhance the sustainability of their existing portfolio and operations. ;none
423;At the same time, they will also need to continue to adapt their operations, product portfolio, and business models as the bar for sustainability inevitably rises over time.;none
424;Companies that want to drive a sustainability transformation must ensure they have the right capabilities and foundation in place to succeed. ;none
425;Reinventing for sustainability and becoming sustainable at the core require profound transformation.;none
433;Systemic change is absolutely necessary for any company to meet their lofty sustainability commitments. Whether by 2025, 2030 or 2040(a little late, but still). This means individuals and companies MUST advocate and vote for comprehensive climate policy. Thank you Michelle Billig Patron and team for the extensive work on Microsoft's energy and carbon policy briefs.;none
435;Organizing for a sustainable world is a big topic at Tilburg.  Here is some coverage of our book with him. #organizationstudies #sustainabilitytransformation.;none
436;ESG and the many reporting frameworks within it are important enablers of change. But as businesses we need to be asking the BIG questions like: - What is changing in the world because our organisation exists? Not: - Which ESG reporting framework do I need to focus on next week?;none
440;Sustainability Transformation is at the forefront of how we are helping organisations build good businesses for a better world.;none
442;As businesses worldwide adapt to the new normal, #SustainabilityTransformation has shifted from nice-to-have to business critical. A panel of experts explain how this shift can transform your business.;none
443;It was great to film the first video in the 'Sustainability Leadership' pathway with the Finance Unlocked team for the Sustainability Unlocked on Friday. It has been such a delight creating a training series demonstrating why businesses are in a good position to lead the sustainability transition and how they can do that.;none
447;Final call for Head Procurements and Sustainability Leads! We still have a few slots for our breakfast event, 'Procurement Resilience: Emerging Risks and Sustainability,' which will take place this Thursday, October 27th.;none
448;"This is one example of a ""sustainability transformation"". The idea is that a business makes the proactive decision to reduce its impact on society and the environment as a core strategic pillar.";none
449;Sustainability transformation is all about choosing option one. Being conscious and deliberate in the transformation towards the zero emissions economy.;none
450;Sustainability transformation, however, isn't very well defined in the business literature. So, I've put forward a definition in this new blog.;none
451;So grateful to spend this Friday afternoon welcoming our ENGIE Talent Acquisition & DEI Leader with this fantastic Sustainability Solutions team that I have had the pleasure to help build! This is an incredible group of experts who help to #accelerate the  #sustainabilitytransformation one client at a time!;none
453;When thinking about sustainability transformation, where should you start to drive real change across the business? Before embarking on enterprise-wide change, we recommend undertaking a sustainability maturity assessment and working with leadership to engage, educate and align them around what this means for the organisation.;none
454;Having a clear view of areas of strengths, weaknesses, and opportunities across the levers available for sustainability change (shown in our Sustainability Transformation wheel below) will be crucial in understanding how your organisation can make substantial progress.;none
455;We�re always challenging ourselves to find new and improved ways to support our clients. So, we're very excited to announce our new partnership with SUSTAINX- a leading sustainability network that facilitates collaboration across industries to drive sustainable change.;none
456;This partnership will help enable our clients to stay informed on leading sustainability practices, with access to: SUSTAINX�s digital platform which contains over 1,500 best practices and initiatives, and facilitates cross-functional collaboration within companies and cross-industry networking with sustainability thought leaders. ;none
458;Happy Sustainability Day! This year's Fujitsu ActivateNow focuses on Sustainability Transformation but do you know what this concept means? Find out in this video and unveil how we can help you drive positive change - for the environment, economies and society. Together, we can make the dream of a sustainable world a reality!;none
460;Is sustainability transformation (SX) a top management priority of your business? Fujitsu has released its Fujitsu Future Insights Global Sustainability Transformation Survey Report 2022.;none
463;41% of business leaders and decisions makers find Sustainability Transformation a top management priority. However, 54% say they were unable to develop or implement a corporate strategy in this area. These are the results of a survey conducted by Forrester Consulting.;none
464;Introducing our Sustainability Transformation Wheel - the 'how' and 'what' of sustainability transformation. Ambition serves as the very heart of it - the 'why'. Organisations must be guided by their level of sustainability ambition. ?;none
465;?We believe that by focusing on these areas and activities a sustainable transformation can be achieved. ?;none
466;A sustainable enterprise offers greater lasting value to its clients, investors, and staff. But how can leaders speed up the transformation of their business and measure progress? What milestones even matter? In this webinar, we will review the sustainability transformation journey of a mid-sized and one global player, deciding on three essential steps to produce a profit with purpose.;none
467;"Join our free #webinar ""Purpose Profits: A CEO perspective to the sustainability transformation"".";none
468;Great stats that support ever-growing opportunities for #sustainabilitytransformation in business. Right now there's more potential for change via business than through policy and politics. We can change that!;none
471;It was great to film the first video in the 'Sustainability Leadership' pathway with the Finance Unlocked team for the Sustainability Unlocked on Friday;none
472;It has been such a delight creating a training series demonstrating why businesses are in a good position to lead the sustainability transition and how they can do that.;none
473;It is so meaningful to create sustainability leadership content for a platform that is trusted by the world's largest asset manager and other top brands, as its impact can be substantial.;none
474;This Financial Times piece featuring Microsoft's Rik Irons-Mclean and�Accenture's Romain Groleau alongside the CSIRO reinforces the need for robust sustainability data capabilities and hyperscale cloud if we are to solve a myriad of #ESG record, report and reduce challenges, irrespective of the industry.;none
475;I wholeheartedly agree with you Rik, successful collaboration and technological innovation must lie at the heart of sustainable transformations. Further, it is more critical than ever to get this right.;none
479;Last week Leonhard was invited to moderate the 3rd Sustainability Transformation Conference initiated by the German Environment Agency (UBA) together with the Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection (BMUV).;none
481;In four panels the speakers and experts discussed the relevance, interconnectedness and complexity of the mobility, health and food sectors to achieve a just #sustainabilitytransformation.;none
482;Many businesses have committed to impressive climate and sustainability targets, but ambition is nothing without execution. We identified three main challenges that hold companies back in a #sustainabilitytransformation, how to overcome them, and implement long-term change.;none
483;We are delighted to have Earthshine Group ApS and their Founder & CEO Mike Townsend as a member of The Tara Building. Earthshine supports circular and sustainability transformations in business, economy, and society to generate long-term shared prosperity, within planetary and societal boundaries.;none
484;As Mike said, We like to be where the action is, where we can help make a real impact. Ireland is a really progressive place so we're very excited to work with partners old and new, and to help drive innovation and support the sustainability transformation that is already underway in Ireland.;none
485;Follow #Esaote transitioning from #commitment to #action, navigating the complexity of #sustainabilitytransformation while building a long term #roadmap for the creation of #sharedvalue.;none
486;Sustainability Hub Norway (S-HUB) is at #ONS2022 in Stavanger - We are engaging in discussions with key stakeholders and contacts in the #energy and #cleantechnology sector to support greater #sustainabilitytransformation.;none
487;The Sustainability Transformation team at Q5 have put together this super useful guide for Heads of Sustainability to help you set up internally for sustainable success.;none
495;Learn from industry experts and special guests about the power of Sustainability Transformation to activate your untapped potential and accelerate innovations that benefit society and your bottom line.;none
496;His keynote gets to the heart of how Sustainability Transformation benefits society and business, ushering in a future of prosperity for all.;none
497;Kick-off!! This week, we have 40 Executives from the Malaysian and Indonesian Banking Sector on Campus to discuss the #SustainabilityTransformation in Banking. Looking forward to fruitful discussions and exchanges.;none
499;"When we talk about manufacturing or supply chain transformation, we hear many buzz words, including ""sustainabilty"". However, sustainability transformation goes beyond the environmental aspect. ";none
501;Being part of UN Global Compact Netzwerk Deutschland is vital for our #sustainabilitytransformation at H&Z Management Consulting;none
502;If you are looking for someone to help your business become more sustainable (and I say that in the broadest sense of the word) I can highly recommend Heidi at Fair Enough. Heidi has opened our eyes to how business should be done making us fairer, more resilient, profitable, kinder to the planet, etc, etc the list goes on and on.;none
505;The architecture of change to implement and achieve the #sustainabilitytransformation is often simpler than we think and the time to translate the knowledge we have about the threats of the future into bold action is now.;none
506;Climate and sustainability can be a challenge for some companies, but competitive leaders are putting this topic at the core of their business strategy. Global Leader of BCG's Climate and Sustainability practice, Hubertus Meinecke, breaks down the three critical elements of a successful #sustainabilitytransformation in this recent Fortune article.;none
507;Many thanks to Neil Harris from Amazon Web Services (AWS) who lead an insightful discussion on their sustainability transformation today at Dublin Chamber.;none
508;This is an incredible group of experts who help to #accelerate the #sustainabilitytransformation one client at a time!;none
509;It was a great pleasure to moderate the 3rd Sustainability Transformation Conference initiated by the German Environment Agency (UBA) together with the Federal Ministry for the Environment, Nature Conservation, Nuclear Safety and Consumer Protection (BMUV).;none
510;In four panels the speakers and experts discussed the relevance, interconnectedness and complexity of the mobility, health and food sectors to achieve a just #sustainabilitytransformation.;none
512;A year ago, we launched our #PepsiCoPositive Commitment, a strategic end-to-end transformation, with sustainability at the center. ;none
513;Fantastic to host with a riveting book seminar today for the Sustainability Transformation programme area - after double digit changes of surface transport to get here overnight from Copenhagen via Oslo undeterred by a landslide and a train replacement!;none
514;Always a learning experience to catch up with Prof Ramesh Chand: Change in agriculture is getting faster and faster. We had the green revolution with 2 crops and next we will have a green revolution with many crops� But we are yet to see transformation in sustainability.;none
516;"Paris School of Economics Campus From my keynote speech on ""Science- Based Sustainability Transformation: A Historical Challenge with a Wealth of Opportunities"" at the 2022 European Conference";none
517;With sustainability becoming a key priority in the transformation journey of organisations, a recent SAP study explains the importance of #sustainability to the strategic goals of businesses.;none
518;We are thrilled to start the media partnership with the Financial Times! Learn how to take the first step toward #SustainabilityTransformation, which is essential to a more resilient world and a future-proofed business;none
519;As [...] puts it, The world's sustainability transformation calls not only for a new generation of technology but a new generation of knowledge and skills. ;none
521;Yes the imposition of cost-cutting Sustainability and Transformation Plans/Partnerships on the NHS. We warned then it was designed to restrict patients' access to NHS care;none
528;The question is not why should we engage in sustainability transformation but now how.;none
529;Our focus on sustainable transformation means equal consideration of societal impact and business performance.;none
530;As businesses worldwide adapt to the new normal, #SustainabilityTransformation has shifted from nice-to-have to business critical. A panel of experts explain how this shift can transform your business.;none
535;As businesses worldwide adapt to the new normal, #SustainabilityTransformation has shifted from nice-to-have to business critical. A panel of experts explain how this shift can transform your business.;none
536;#Sustainability-driven transformation is central to creating impactful customer experiences. Discover how SAP solutions can help companies prioritize green initiatives by reducing waste and embracing circularity.;none
538;Mauren Bray [...] highlights the climate solutions firm's message of climate commitment and support of its clients' sustainability transformation.;none
541;wonderful discussion [...] about design activism and scholarly activism at the grassroots, local production, experimentation, self-organizing and the potentials for sustainability transformation, in this English version of the fantastic podcast.;none
542;Sustainability is no longer optional for hospitality firms - it's critical for meeting guest expectations. Read our report to learn what's motivating hospitality firm decision makers to embark on sustainable transformation.;none
550;looking forward to exciting exchange on societal transformation towards sustainability and will moderate a panel on current understandings from social science perspective.;none
555;learning within & between networks for sustainability transformations.;none
557;The sustainability transformation is likely to disrupt between 90% and 95% of our investment universe:the electrification of energy systems, the return of 20% of agricultural land to nature, and a reduction of primary materials use;none
